vl_site;vl_year;year;use;url;uid;title;author;anchor
"Poltsamaa";"1688";"1688";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=1670";"ra.ee=EAA.308.2.213 leht 1";"Öfwerpahlens Stätt och Gebiet";"Israel Swedman, Jonas Böök";"1688";
"Poltsamaa";"1816";"1816";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=25674";"ra.ee=EAA.3724.4.1445 leht 1";"Transport Charte des privaten Gutes Schloss Oberpahlen";"August Moritz von Dreyer";"1816";
"Poltsamaa";"185X";"1852";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=213941";"ra.ee=EAA.2072.9.518 leht 1 foolio I";"Charte von dem im Pernau Fellinschen Kreise und Oberpahlenschen Kirchspiele belegenen privaten Gute Schloss Oberpahlen und den daselbst belegenen Hofes Ansiedlungen.";"M. Fuchs";"1852";
"Poltsamaa";"1877";"1873";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=225927";"ra.ee=EAA.1348.1.5300 leht 1 foolio 1";"Charte von dem im Pernau-Fellinschen Kreise und Oberpahlenschen Kirchspiele belegenen privaten Gute Schloss-Oberpahlen und den daselbst belegenen Hofes-Ansiedlungen";"M. Fuchs, J. Seeland";"1873";
"Poltsamaa";"1877";"1877";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=17700";"ra.ee=EAA.1347.1.25 leht 1";"Charte von dem im Livländischen Gouvernement, Pernau-Fellinschen Kreise und Oberpahlenschen Kirchspiele belegenen Hofe Neu-Oberpahlen und den zu diesem Gute gehörigen Grundstücken des Hakelwerks Oberpahlen";"J. F. Seeland";"1877";
"Poltsamaa";"1906";"1901";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=294705";"ra.ee=EAA.854.4.27a leht 195";"[Топографическая 1-верстная карта России. Эстл. и Лифл. губ. Феллин. уезд. Лист 11-35/ Vene topograafide aastatel 1893-1913 mõõdistatud 1-verstane kaart.]";"";"1901";
"Poltsamaa";"1906";"1906";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=17698";"ra.ee=EAA.1348.2.276 leht 1";"Schloss-Oberpahlen";"Matthias Fuchs";"1906";
"Poltsamaa";"1921";"1915";"P";"http://www.digar.ee/viewer/et/nlib-digar:357378";"isbn=978-9949-659-00-5";"Vc-20 [Põltsamaa] : Феллин. и Юрьев. уезд. Лифлянд[ской] губ[ернии]";"Корпус Военных Топографов";"1915";
"Poltsamaa";"1921";"1921";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=107518";"ra.ee=ERA.T-6.3.1633 leht 1";"Põltsamaa alevi ja ümbruse plaan";"E. Jakobsenn";"1921";
"Poltsamaa";"193X";"1935";"P";"https://www.digar.ee/viewer/et/nlib-digar:432983/370003/page/651";"isbn=9789916005651";"Põltsamaa";"Eesti Entsüklopeedia VI";"1935";
"Poltsamaa";"1957";"1950";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=206166";"ra.ee=ERA.T-6.5.2 leht 48";"Eesti topograafiline kaart ENSV Ülemnõukogu Presiidiumi tehtud parandustega (1:100 000). Главное управление геодезии и картографии при Совете Министров СССР. Генеральный штаб советской армии 0-35-52 (Вильянди) Эстонская ССР Пярнуская, Тартуская и Таллинская области";"Šurõgina";"1950";
"Poltsamaa";"1957";"1957";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=305587";"ra.ee=EAM.3.1.221 leht 1";"Põltsamaa linna tugiplaan.";"Anton Soans, M. Redlich";"1957";
"Poltsamaa";"1977";"1974";"P";"https://fotoladu.maaamet.ee/arhiiv=201342";"ID=С-57-25-Г-г-4 (1939)";"(Põltsamaa õhuvõte Maaameti fotolaost)";"Всесоюзный Институт Селскохозяинственных Аерофотогеодезических Изысканий МСХ СССР";"1974_1939";
"Poltsamaa";"1977";"1974";"P";"https://fotoladu.maaamet.ee/arhiiv=200514";"ID=С-56-25-Б-б-2 (2039)";"(Põltsamaa õhuvõte Maaameti fotolaost)";"H. Ilomets, M. Ülper, E. Makstin, K. Hallismaa";"1974_2039";
"Poltsamaa";"1977";"1977";"P";"https://fotoladu.maaamet.ee/arhiiv=203540";"ID=С-57-26-В-в-3 (1940)";"(Põltsamaa õhuvõte Maaameti fotolaost)";"Всесоюзный Институт Селскохозяинственных Аерофотогеодезических Изысканий МСХ СССР";"1977_1940";
"Poltsamaa";"1977";"1977";"P";"https://fotoladu.maaamet.ee/arhiiv=202981";"ID=С-56-26-А-а-1 (2040)";"(Põltsamaa õhuvõte Maaameti fotolaost)";"Всесоюзный Институт Селскохозяинственных Аерофотогеодезических Изысканий МСХ СССР";"1977_2040";
"Polva";"1827";"1827";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=211987";"ra.ee=EAA.2072.3.58a leht 5 foolio III";"Brouillon Charte von dem im Rigaschen Gouvernement, Dörptschen Kreise und Pölwaschen Kirchspiele belegenen Krons-Gute Alt Kirrumpae Koickel.";"C. Hinz";"1827.N";
"Polva";"1827";"1827";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=211989";"ra.ee=EAA.2072.3.58a leht 8 foolio V";"Brouillon Charte von dem im Rigaschen Gouvernement, Dörptschen Kreise und Pölwaschen Kirchspiele belegenen Krons-Gute Alt Kirrumpae Koickel.";"C. Hinz";"1827.S";
"Polva";"1852";"1852";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=274530";"ra.ee=EAA.3724.4.1868 leht 9 foolio III";"Charte von den im Rigachen Gouvernement, Doerptschen Kreise und Poelwaschen Kirchspiele belegenen publiquen Gute Alt Kirrumpaeh Koickuell, bestehend aus 8 Folien";"Buschhund";"1852.N";
"Polva";"1852";"1852";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=274529";"ra.ee=EAA.3724.4.1868 leht 8 foolio V";"Charte von den im Rigachen Gouvernement, Doerptschen Kreise und Poelwaschen Kirchspiele belegenen publiquen Gute Alt Kirrumpaeh Koickuell, bestehend aus 8 Folien";"Buschhund";"1852.S";
"Polva";"1867";"1867";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=273515";"ra.ee=EAA.3724.4.1870 leht 15 foolio 15";"План дачи казеннаго имения Алть Кирумпе Койкцль владения государственных крестян Лифл. губ. Дерптскаго уезда.";"Bulkov, Fjodorov";"1867-15";
"Polva";"1867";"1867";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=273524";"ra.ee=EAA.3724.4.1870 leht 24 foolio 24";"План дачи казеннаго имения Алть Кирумпе Койкцль владения государственных крестян Лифл. губ. Дерптскаго уезда.";"Bulkov, Fjodorov";"1867-24";
"Polva";"1867";"1867";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=273525";"ra.ee=EAA.3724.4.1870 leht 25 foolio 25";"План дачи казеннаго имения Алть Кирумпе Койкцль владения государственных крестян Лифл. губ. Дерптскаго уезда.";"Bulkov, Fjodorov";"1867-25";
"Polva";"1876";"1876";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=17535";"ra.ee=EAA.2072.5.581 leht 1";"Gene. Charte von dem im Livl. Gouv., Werroschen Kreise belegenen Pastorate Poelwe";"H. Hermson";"1876";
"Polva";"18XX";"18XX";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=274533";"ra.ee=EAA.3724.4.1871 leht 4";"Лифляндской губерний Дерптскаго уезда дачи казеннаго имения Алть Киррумпе Койкцль владения государственных крестян № 15, 16";"";"18XX.N";
"Polva";"18XX";"18XX";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=274555";"ra.ee=EAA.3724.4.1871 leht 6";"Лифляндской губерний Дерптскаго уезда дачи казеннаго имения Алть Киррумпе Койкцль владения государственных крестян № 26; 25";"";"18XX.SW";
"Polva";"18XX";"18XX";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=274556";"ra.ee=EAA.3724.4.1871 leht 7";"Лифляндской губерний Дерптскаго уезда дачи казеннаго имения Алть Киррумпе Койкцль владения государственных крестян № 32";"";"18XX.SE";
"Polva";"1912";"1915";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=103063";"ra.ee=ERA.T-6.3.537 leht 1";"Liivimaa kubermang. Võru ja Tartu maakonnad, Л.74 XLVIII-11 Верроский и Юрьевский уезд";"";"1915";
"Polva";"1927";"1927";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=200933";"ra.ee=ERA.T-6.3.2057c leht 2";"Põlva aleviku plaan";"A. Tihonov";"1927";
"Polva";"1937";"1937";"P";"https://www.digar.ee/viewer/et/nlib-digar:301443";"ESTER=b16089248;isbn=978-9949-609-62-8";"Põlva : Võru- ja Tartumaa";"Karl Kriisk; Eesti Kaitsevägi, Topo-hüdrograafia osakond; Eesti Sõjavägi, Topograafia jaoskond";"1937";
"Polva";"1949";"1949";"P";"https://fotoladu.maaamet.ee/arhiiv=190369";"ID=282";"(Põlva õhuvõte Maaameti fotolaost)";"Селхозаэросьёмка МСХ СССР";"1949_282";
"Polva";"1949";"1949";"P";"https://fotoladu.maaamet.ee/arhiiv=190323";"ID=332";"(Põlva õhuvõte Maaameti fotolaost)";"Селхозаэросьёмка МСХ СССР";"1949_332";
"Polva";"1949";"1950";"P";"https://fotoladu.maaamet.ee/arhiiv=196884";"ID=7722";"(Põlva õhuvõte Maaameti fotolaost)";"Эстсельхозпроект";"1950";
"Polva";"1952";"1952";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=24638";"ra.ee=EAA.2072.9.805 leht 1";"Põlva rajoon, rajooni keskus.";"E. Alamaa";"1952.N";
"Polva";"1952";"1952";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=215682";"ra.ee=EAA.2072.9.805 leht 2";"Põlva rajoon, rajooni keskus.";"E. Alamaa";"1952.S";
"Polva";"1958";"1958";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=105733";"ra.ee=ERA.T-6.3.2057b leht 1";"Põlva asula plaan";"";"1958";
"Polva";"1968";"1968";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=104643";"ra.ee=ERA.T-14.4-6.34333 leht 1";"Põlva alevi generaalplaan, tugiplaan";"RPI ""Eesti Projekt""";"1968";
"Rakvere";"";"1683";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=284114";"";"";"";"";
"Rakvere";"1683";"1683";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=284114";"isbn=9789949512096;ra.ee=EAA.5393.1.14 leht 1";"Delineatio Geometrica öfwer Slottet Waßenbergh";"Samuel Waxelberg";"1683";
"Rakvere";"1703";"1784";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=18242";"ra.ee=EAA.2072.2.46";" Plan von der Creis-Stadt Wesenberg.";"Salomon Severin Dobermann, Johann Holmberg";"1784";
"Rakvere";"1790";"1790";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=18240";"ra.ee=EAA.2072.2.47";"Plan von der Kreis-Stadt Wesenberg";"Johann Frey";"1790";
"Rakvere";"1818";"1818";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=18239";"ra.ee=EAA.2072.2.48";"Delineations Charte von der um der Stadt Weisenberg abgemessenen Distanz-Linie von zwey Wersten, wie selbigi im Jahre 1818 im Monate *December ayf befehl Einer Erlauchten Ehstlandischen Gouvernements Regierung als Grenzlinie für die Branntveins-Pacht abgesteckt worden";"Carl Faehlmann";"1818";
"Rakvere";"1848";"1848";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=17551";"ra.ee=EAA.2072.2.53 leht 1";"Charte von den Ländereien der Kreisstadt Wesenberg";"Jacob Georg Marfeld";"1848";
"Rakvere";"1871";"1871";"P";"http://www.ester.ee/record=b2923516*est";"isbn=9789949512096";"Karte der Kreis-Stadt Wesenberg im Kreise Wierland";"J. H. Schmidt";"1871";
"Rakvere";"1881";"1881";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=21148";"ra.ee=EAA.854.4.95";"Karte der Kreisstadt Wesenberg.";"C. Mühlberg";"1881";
"Rakvere";"1889";"1889";"P";"http://www.ester.ee/record=b2923516*est";"isbn=9789949512096";"Плань Уезднаго города Везенберга";"Э. Їоа";"1889";
"Rakvere";"";"1915";"U";"https://www.digar.ee/viewer/et/nlib-digar:356961/311205/page/1";"";"";"";"";
"Rakvere";"1922";"1918";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=101778";"ra.ee=ERA.T-6.3.279 leht 1";"4-37 Gruppe Reval. [Karte der 8. Armee 1 : 25 000]";"Kartogr. Abteilung der Königl. Preuß. Landesaufnahme";"1918";
"Rakvere";"1922";"1922";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=104840";"ra.ee=ERA.T-6.3.1658 leht 1";"Plaan Rakvere linna ja tema lähemas ümbruskonnas olevate Rakvere mõisa ja Rakvere kirikumõisa maade peale, mis linna volikogu otsuse põhjal linna mõju piirkonda liidetakse";"Evald Pajos";"1922";
"Rakvere";"1930";"1930";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=106606";"ra.ee=ERA.T-6.3.1646 leht 1";"Wiru maakonnalinna Rakvere plaan";"";"1930";
"Rakvere";"1930";"1935";"P";"http://www.digar.ee/viewer/et/nlib-digar:301200";"isbn=978-9949-609-24-6";"Rakvere : Virumaa 1935 a.";"Maks Tenner, Eesti Kaitsevägi, Topo-hüdrograafia osakond";"1935";
"Rakvere";"";"1938";"U";"https://www.digar.ee/arhiiv/nlib-digar:290668";"isbn=978-9949-595-45-7 (pdf)";"Rakvere linna plaan 1:15 000";"Oskar Seliaru";"";
"Rakvere";"1939";"1939";"D";"http://www.ester.ee/record=b2923516*est";"isbn=9789949512096";"Rakvere linna plaan";"Oskar Seliaru";"1939";
"Rakvere";"1944";"1944";"P";"ftp://anonymous:x@jccalvin.ddns.net/Target%20Dossiers/Target%20Russia/Target%20Dossiers%20By%20City/City%20Names%20W/Wesenberg%20Rakvere%20Estonia%20%20004.tif";"ID=16975";"Wesenberg";"Stabsbildabteilung Lfl. Kdo. 1 b. F.A.G.1";"1944";
"Rakvere";"1944";"1944";"P";"https://www.digar.ee/viewer/et/nlib-digar:408669";"isbn=9789949090518";"Wesenberg";"Heer. Generalstab. Abteilung für Kriegskarten- und Vermessungswesen";"1944W";
"Rakvere";"1951";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195389";"ID=4510";"(Rakvere õhuvõte Maaameti fotolaost)";"Министерство сельского хозяйства СССР всесоюзная контора ""Сельхозаэросьемка"" северо-западное предприятие";"1951_4510";
"Rakvere";"1951";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195357";"ID=4511";"(Rakvere õhuvõte Maaameti fotolaost)";"Министерство сельского хозяйства СССР всесоюзная контора ""Сельхозаэросьемка"" северо-западное предприятие";"1951_4511";
"Rakvere";"1951";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195639";"ID=4611";"(Rakvere õhuvõte Maaameti fotolaost)";"Министерство сельского хозяйства СССР всесоюзная контора ""Сельхозаэросьемка"" северо-западное предприятие";"1951_4611";
"Rakvere";"1951";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195586";"ID=4710";"(Rakvere õhuvõte Maaameti fotolaost)";"Министерство сельского хозяйства и заготовок всесоюзная контора ""Сельхозаэросьемка"" сев. зап. аэрогеодезическое и фотобумажное предприятие";"1951_4710";
"Rakvere";"1951";"1951";"P";"https://fotoladu.maaamet.ee/arhiiv=195588";"ID=4711";"(Rakvere õhuvõte Maaameti fotolaost)";"Министерство сельского хозяйства всесоюзная контора ""Сельхозаэросьемка"" сев. зап. аэрогеодезическое и фотобумажное предприятие";"1951_4711";
"Rakvere";"1951";"1955";"P";"https://fotoladu.maaamet.ee/arhiiv=195637";"ID=4610";"(Rakvere õhuvõte Maaameti fotolaost)";"Управление землеустройства министерства сельского хозяйства ЭССР";"1955_4610";
"Rakvere";"1971";"1971";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=104543";"ra.ee=ERA.T-14.4-6.33652 leht 1";"Rakvere linna genplaan";"";"1971";
"Rakvere";"";"1984";"C";"https://www.digar.ee/arhiiv/nlib-digar:294069";"isbn=9789949598304(pdf)";"Раквере : план-схема 1:5000";"Sojusmarkštrest";"";
"Rapla";"";"1843";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=8339";"";"";"";"";
"Rapla";"1843";"1843";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=8338";"ra.ee=EAA.3724.4.274 leht 2";"Charte von dem Pastorat Rappel";"Johann Hildebrandt";"1843";
"Rapla";"1899";"1872";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=4265";"ra.ee=EAA.3724.4.333 leht 1";"Karte von den Ländereien des privaten...Gutes Waldau im Harrienschen Kreise und Rappelschen Kirchspiele.";"";"1872";
"Rapla";"";"1899";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=294629";"";"";"";"";
"Rapla";"1899";"1899";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=103057";"ra.ee=ERA.T-6.3.683 leht 1";"Eestimaa kubermang. 7-29 Harju maakond. Эстляндская губерния. 7-29 Ревельский уезд";"Зайцев, S. Topografia osakond";"1899.N";
"Rapla";"1899";"1899";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=103169";"ra.ee=ERA.T-6.3.713 leht 1";"Eestimaa kubermang. 8-29 Harju maakond. Эстляндская губерния. 8-29 Ревельский уезд";"Зайцев, S. Topograafia osakond";"1899.S";
"Rapla";"18XX";"18XX";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=4545";"ra.ee=EAA.854.4.877 leht 1";"Karte des Gutes Allo, Rappel, Waldau";"";"18XX";
"Rapla";"18XX";"18XX";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=4531";"ra.ee=EAA.854.4.893 leht 1";"Karte des Rappel und Kegel";"";"18XX.mois";
"Rapla";"191X";"1911";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=10523";"ra.ee=EAA.3724.4.6 leht 1";"Alu-Rapla rendikohad.";"";"1911";
"Rapla";"191X";"1919";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=111155";"ra.ee=ERA.T-3.24.64 leht 1";"Kaart kruntidest nr. 303, 305, 307, 309, 358, 360 ja 476 Rapla alevis ärapiiritud Alu-Rapla mõisa maast. Eesti maal, Harju kreisis ja Rapla kihelkondas";"N. Neufeldt, Werner Obst";"1919";
"Rapla";"191X";"1919";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=111153";"ra.ee=ERA.T-3.24.61 leht 1";"Kaart kruntidest nr. 17, 19, 21 ja 23 Rapla alevis ärapiiritud Alu-Rapla mõisa maast. Eesti maal, Harju kreisis ja Rapla kihelkondas";"N. Neufeldt, Werner Obst";"1919.Nikolai";
"Rapla";"191X";"1919";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=111159";"ra.ee=ERA.T-3.24.66 leht 1";"Kaart kruntidest nr. 480, 482, 484, 486, 553, 555, 557, 559 ja 591 Rapla alevis ärapiiritud Alu-Rapla mõisa maast. Eesti maal, Harju kreisis ja Rapla kihelkondas";"N. Neufeldt, Werner Obst";"1919.Tohtri";
"Rapla";"1926";"1926";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=104516";"ra.ee=ERA.T-6.3.1890 leht 1";"Harju maakonnas Rapla vallas oleva Rapla aleviku piirkonna plaan";"J. Jagor";"1926";
"Rapla";"1926";"1926";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=104483";"ra.ee=ERA.T-6.3.1892 leht 1";"Harju maakonnas Rapla vallas oleva Rapla raudteejaama piirkonna plaan";"J. Jagor";"1926.rdtj";
"Rapla";"";"1934";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=104490";"";"";"";"";
"Rapla";"";"1935";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=121601";"";"";"";"";
"Rapla";"";"1935";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=121920";"";"";"";"";
"Rapla";"1940";"1940";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=104519";"ra.ee=ERA.T-6.3.1889 leht 1";"Harju maakonnas Rapla vallas asuva Rapla asula plaan";"Karl Mõrd";"1940";
"Rapla";"1957";"1957";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=305583";"ra.ee=EAM.3.1.209 leht 1";"Rapla rajoonikeskuse generaalplaani tugiplaan. Seisuga 01.01.1957a.";"D. Koitla, Hilda Pau";"1957";
"Rapla";"1957";"1957";"P";"https://fotoladu.maaamet.ee/arhiiv=197353";"ID=5385";"(Rapla õhuvõte Maaameti fotolaost)";"Селхозаэросьёмка МСХ СССР";"1957_5385";
"Rapla";"1957";"1957";"P";"https://fotoladu.maaamet.ee/arhiiv=197354";"ID=5386";"(Rapla õhuvõte Maaameti fotolaost)";"Селхозаэросьёмка МСХ СССР";"1957_5386";
"Rapla";"1957";"1957";"P";"https://fotoladu.maaamet.ee/arhiiv=197389";"ID=5485";"(Rapla õhuvõte Maaameti fotolaost)";"Селхозаэросьёмка МСХ СССР";"1957_5485";
"Rapla";"1957";"1957";"P";"https://fotoladu.maaamet.ee/arhiiv=197390";"ID=5486";"(Rapla õhuvõte Maaameti fotolaost)";"Селхозаэросьёмка МСХ СССР";"1957_5486";
"Rapla";"1969";"1969";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=104471";"ra.ee=ERA.T-14.4-6.34066 leht 1";"Rapla genplaani korrektuur. Tugiplaan";"Eesti Projekt";"1969";
"Rapla";"1977";"1977";"P";"https://fotoladu.maaamet.ee/arhiiv=203221";"ID=С-58-23-Г-г-3 (1122)";"(Rapla õhuvõte Maaameti fotolaost)";"Всесоюзный Институт Селскохозяинственных Аерофотогеодезических Изысканий МСХ СССР";"1977.E";
"Rapla";"1977";"1977";"P";"https://fotoladu.maaamet.ee/arhiiv=203222";"ID=С-58-23-Г-в-4 (1121)";"(Rapla õhuvõte Maaameti fotolaost)";"Всесоюзный Институт Селскохозяинственных Аерофотогеодезических Изысканий МСХ СССР";"1977.W";
"Rapla";"";"1987";"U";"http://www.ra.ee/kaardid/index.php/et/map/view?id=239908";"";"";"";"";
"Tallinn";"1634";"1634";"P";"http://www.ester.ee/record=b2679037*est";"isbn=9789949448548";"Refwel";"";"1634";
"Tallinn";"1675";"1675";"P";"http://www.ester.ee/record=b2679037*est";"isbn=9789949448548";"Geometrisch Plaan utaf Staden Räfwell med Slottet och Doomberget uthi det tillständh som des Defensions Wärk wore in October 1675";"";"1675";
"Tallinn";"";"1686";"U";"https://sok.riksarkivet.se/bildvisning/K0012602_00001";"SE/KrA/0406/28/040/010 a";"Geometrisch Delineation af Staden Räfwall sambt Slåttet och Doomen…";"";"";
"Tallinn";"1688";"1688";"P";"http://www.digar.ee/viewer/et/nlib-digar:112759";"isbn=9789949539093;nlib.ee=AR 884/Nottbeck;ra.ee=TLA.149.4.3 leht 1";"Reval nebst Umgebung : nach einer Charte des schwed. Fortifications-Lieutenants Samuel Waxelberg von Jahre 1688";"Samuel Waxelberg, E. Prahm";"1688";
"Tallinn";"1688";"1688";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=29418";"ra.ee=EAA.1.2.C-III-4 leht 1";"Geometrisch Charta Öfwer Habbenem Hoff sampt underliggande Bondehemman (i Jegelekts Sochn)";"Johann Holmberg";"1688.Haabneeme";
"Tallinn";"1688";"1688";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=88";"ra.ee=EAA.1.2.C-IV-3 leht 1";"Cronones Höslag wijd Fiskmeisters och Dischershoff uti Harrien och Rewal Sochn.";"Johann Holmberg";"1688.Tiskre";
"Tallinn";"1688";"1689";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=29603";"ra.ee=EAA.1.2.C-II-35 leht 1";"Wiems GenerL: GouverTZ: i Estland Tafelgodz";"";"1689.Viimsi";
"Tallinn";"1688";"1689";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=29555";"ra.ee=EAA.1.2.C-II-1 leht 1";"Jerwekyla Crone By";"Johann Holmberg";"1689.Jarvekyla";
"Tallinn";"1688";"1689";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=29415";"ra.ee=EAA.1.2.C-III-2 leht 1";"Karta över Tallinn, Naissaare ön och Viimsi halvön";"";"1689";
"Tallinn";"1688";"1693";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=71665";"ra.ee=TLA.149.4.392 leht 1";"Charta öfver Hirwekylla by unde Hofvet Feth och Kastipere under Sage samt Kehre och Mehe Hemman under Godzet Nehat belagne uti Estlandt.";"Carl E. Enagrius, Erik Renter, Schellbach";"1693.Iru";
"Tallinn";"";"1694";"U";"https://sok.riksarkivet.se/bildvisning/K0012617_00001";"SE/KrA/0406/28/040/021 02";"Plaan oder Grund-Riss von dem Thumb zu Revall und zwar dehrer Platze wie es abgebrandt gewehsen Anno 1694";"";"";
"Tallinn";"1744";"1740";"P";"http://www.ester.ee/record=b2679037*est";"isbn=9789949448548";"PLAN VON REVAL";"Joh. Georg Max v Fürsetnhoff";"1740";
"Tallinn";"1744";"1744";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=28834";"ra.ee=EAA.854.4.82";"Charte von der Grentze des Domischen Grundes, in welchen die Vorstädte auf und unter dem Sanct Antoni Berge, wie auch die Neue Gasse angezeiget worden, bey der Russischen Kayserlichen Stadt und Rechtung Rewal";"Fortifications Conducteur O. Wentzel";"1744";
"Tallinn";"1744";"1744";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=74707";"ra.ee=TLA.149.5.2171 leht 1";"Politzeigarten";"L. Buschmann, Päts, E. Volmüller";"1744.Polizeigarten";
"Tallinn";"1766";"1766";"P";"https://www.ra.ee/kaardid/index.php/et/map/view?id=70644";"ra.ee=TLA.149.4.26 leht 1";"План кампамента Эстляндской Дивизи трех пехотных и одного кавалеристкого полков 1766 году";"Фридрих Аделберх";"1766";
"Tallinn";"1801";"1801";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=32810";"ra.ee=EAA.79.2.450 leht 1";"Генеральной чертежъ Ревельской крепости с форштатомъ подлежащей поберегу бухте Финскаго залива ситуаций и острововъ Болшаго и Малаго Карлуса со означениемъ расположения поберегамъ батареямъ и штеръ-шанцамъ";"";"1801";
"Tallinn";"1827";"1820";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=71060";"ra.ee=TLA.149.4.246 leht 1";"Geometrische Charte von Ziegelkoppel und den dazu gehörien Inseln Gross- und Klein Carls.";"C. Jacoby";"1820.Kopli";
"Tallinn";"1827";"1823";"D";"http://www.ra.ee/kaardid/index.php/et/map/view?id=5308";"ra.ee=EAA.2072.2.3";"Charte von dem unweit Reval belegenen Kaiserlichen Lust-Schlosse Catharinenthal mit den zunächst gelegenen Plätzen.";"Carl Faehlmann";"1823";
"Tallinn";"1827";"1827";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=5306";"ra.ee=EAA.2072.2.5";"План гласиса Ревельской крепости и части Ревельских фортштатов, с названием экспланадных линий, по новому высочайше утвержденному проэкту и всех между оными линиями и гласисом крепости лежащих строений, садов, огородов, сенокосов и пустопорожних мест.";"Zeidisch";"1827";
"Tallinn";"1827";"1829";"P";"http://www.ra.ee/kaardid/index.php/et/map/view?id=74544";"ra.ee=TLA.149.5.2020 leht 1";"План Императорского Екатеринтальского дворца.";"";"1829.Kadriorg";
"Tallinn";"1827";"1830";"P";"http://istmat.info/node/45273";"";"Ревель";"Атлас крепостей Российской империи";"1830";
